3950.666667,7627.666667,3819.666667,12947,8629,3653.666667,10939.66667,1457.333333,Dalatmilk
3945.333333,7604,3815.666667,13039.33333,8629.333333,3647.666667,10934.66667,1457.666667,Dalatmilk
3941.333333,7610,3811,13153.66667,8615.333333,3654.333333,10924.66667,1457.666667,Dalatmilk
3934.333333,7594.666667,3806.666667,12998.66667,8604,3656.333333,10923,1457.333333,Dalatmilk
3934.333333,7592.666667,3803.666667,13049.33333,8591,3653.333333,10917.33333,1457,Dalatmilk
3934.333333,7600.666667,3806,13055.33333,8578.666667,3648.333333,10909.66667,1457.666667,Dalatmilk
3928.666667,7581,3797.666667,13063,8563.666667,3653,10896.33333,1457.333333,Dalatmilk
3927,7584.666667,3796,13074,8565,3648,10901.66667,1457,Dalatmilk
3924.333333,7577,3794.333333,13129.33333,8547.333333,3655.666667,10889,1457.333333,Dalatmilk
3921.333333,7567.333333,3789.333333,12945.33333,8542,3657.666667,10883.66667,1457.333333,Dalatmilk
3917,7586.333333,3783.333333,13295.33333,8520.333333,3641,10884.33333,1457.666667,Dalatmilk
3916.666667,7606.333333,3777.333333,13060,8516,3634.333333,10884,1458,Dalatmilk
3912.666667,7564.666667,3780.333333,13081.33333,8504.666667,3655.333333,10866,1457.333333,Dalatmilk
3908,7548,3772.333333,13052,8482.666667,3647,10858,1457.333333,Dalatmilk
3902.666667,7538,3771.333333,13174.33333,8469,3630,10851.33333,1457.666667,Dalatmilk
3895.666667,7532,3763.666667,13274.33333,8451.666667,3629.666667,10844,1457.666667,Dalatmilk
3898.666667,7565.333333,3761.333333,13080.66667,8442,3628,10849.33333,1457,Dalatmilk
3892,7540.333333,3758.666667,12924,8433.666667,3636.333333,10842,1457.666667,Dalatmilk
3888.333333,7549.666667,3753.666667,13268,8424,3638,10840.66667,1458.333333,Dalatmilk
3883.666667,7540.666667,3752.333333,13144.33333,8417.333333,3634.333333,10843.33333,1457.666667,Dalatmilk
3879.333333,7533.333333,3747.666667,13082.66667,8415.333333,3612.333333,10836.33333,1457.333333,Dalatmilk
3876.666667,7528.333333,3741,13162.66667,8399,3613.666667,10831.66667,1457.666667,Dalatmilk
3875.333333,7496,3738,13158,8393.666667,3623.666667,10823,1457,Dalatmilk
3871,7505.333333,3737.333333,13163.66667,8387.666667,3615.666667,10814.33333,1457,Dalatmilk
3869.666667,7496.666667,3733,13233.33333,8376,3628.333333,10809,1458,Dalatmilk
3864.666667,7516.666667,3728.666667,13240.66667,8360.333333,3630.333333,10812.33333,1457.666667,Dalatmilk
3863.666667,7528.666667,3727.333333,13392.66667,8358.333333,3629.666667,10808.33333,1457.666667,Dalatmilk
3855.666667,7517.333333,3725.666667,13245.33333,8349.333333,3623,10805.66667,1457.666667,Dalatmilk
3852.666667,7512.333333,3723.666667,13061.66667,8338,3616.666667,10800.33333,1458,Dalatmilk
3848,7486.333333,3720.666667,12937.66667,8322.333333,3629.333333,10787.66667,1457.666667,Dalatmilk
3851,7478.666667,3716.666667,13078.33333,8324.666667,3638.333333,10783.66667,1458,Dalatmilk
3844,7457,3713.666667,13147.33333,8310.666667,3636,10776,1458,Dalatmilk
3840,7447.666667,3708.666667,12887,8303.333333,3647,10769.33333,1457.666667,Dalatmilk
3836.333333,7443,3706.666667,12885.33333,8289,3636.666667,10766.33333,1457.333333,Dalatmilk
3831.333333,7424.333333,3703.333333,13024,8292.666667,3631.666667,10766.33333,1458,Dalatmilk
3828,7419.666667,3699.666667,13091,8278.666667,3640.666667,10756.66667,1458,Dalatmilk
3830,7434.666667,3698.333333,13073,8269.333333,3622.666667,10752.33333,1457.666667,Dalatmilk
3826.333333,7406.666667,3695.333333,13009.66667,8251.333333,3620,10739,1458,Dalatmilk
3821,7414,3692,12954.66667,8250.333333,3617.666667,10743,1458,Dalatmilk
3818,7404.666667,3689.666667,13084.33333,8253.333333,3629.333333,10738.33333,1458,Dalatmilk
3815,7436,3685.666667,12951,8242,3628.666667,10737.33333,1458.333333,Dalatmilk
3811.333333,7404,3683,12756.66667,8232.333333,3621,10728,1458.333333,Dalatmilk
3806.666667,7395.333333,3680.666667,12805.33333,8216,3631.333333,10723.66667,1457.666667,Dalatmilk
3804.666667,7398.333333,3680,12702.66667,8205.666667,3636,10714.33333,1457.666667,Dalatmilk
3803.333333,7391.666667,3676.333333,12897.33333,8206.333333,3643.333333,10712.33333,1458.333333,Dalatmilk
3803,7389,3675.666667,12896,8200,3632.666667,10707.33333,1458.333333,Dalatmilk
3801.666667,7389.666667,3674,12839.66667,8185.333333,3628.333333,10699.33333,1458,Dalatmilk
3796.333333,7382.333333,3667,12987,8172.666667,3619.333333,10696.33333,1458.333333,Dalatmilk
3793.666667,7380.333333,3663.333333,12929,8166.333333,3622.333333,10688.33333,1458.333333,Dalatmilk
3791.666667,7368.333333,3663,12971.66667,8158.333333,3625.333333,10686.33333,1458.333333,Dalatmilk
3787.666667,7371.666667,3660.666667,12989.33333,8143.666667,3614,10679.33333,1458.333333,Dalatmilk
3787,7379.333333,3661,12946,8137.333333,3629,10676.33333,1458.333333,Dalatmilk
3784.333333,7370.666667,3661.666667,12900.33333,8131.666667,3621.666667,10673.33333,1458.333333,Dalatmilk
3787,7362.333333,3659.333333,13161.33333,8131.666667,3607,10675.33333,1458.666667,Dalatmilk
3790.333333,7383.666667,3657.666667,13277.66667,8131.333333,3607,10677.66667,1458.333333,Dalatmilk
3787.333333,7364.333333,3656.333333,12936,8126,3614,10674.66667,1458,Dalatmilk
3785,7375.666667,3652,13129.66667,8120,3621.333333,10670.33333,1458.666667,Dalatmilk
3780.333333,7383.666667,3651.666667,12912.66667,8120.333333,3626,10674.33333,1458.666667,Dalatmilk
3780.333333,7376,3649.333333,12687,8113,3624.333333,10672.33333,1458.333333,Dalatmilk
3781,7395,3650,12780.33333,8102.666667,3634.666667,10670.66667,1458.666667,Dalatmilk
3775.333333,7391.333333,3646,13028.33333,8101,3635,10660,1458.333333,Dalatmilk
3770.666667,7367,3642.666667,12664.33333,8092,3631,10658.33333,1458.666667,Dalatmilk
3764.666667,7356,3640,12792,8080,3631.333333,10664.66667,1458.666667,Dalatmilk
3766.333333,7345.333333,3638.333333,12635,8072.666667,3634,10656.33333,1458,Dalatmilk
3761,7325.666667,3638,12730.66667,8078.333333,3634.666667,10644.66667,1458.333333,Dalatmilk
3758.666667,7325,3633.666667,12850.33333,8070.666667,3639.333333,10647,1458.333333,Dalatmilk
3755.333333,7355.333333,3633,12911.33333,8060,3628.333333,10643.33333,1458.333333,Dalatmilk
3756.333333,7349.666667,3631.333333,12746.33333,8050,3612.666667,10636.33333,1458.666667,Dalatmilk
3754.666667,7334,3627.666667,12950,8051.666667,3618.666667,10633.66667,1459,Dalatmilk
